exe	threads	type	elems	turns	throughput	stdev
boost-dynamic	1	consumer	100000	200	47.90146	0.013505495177890186
boost-dynamic	1	producer	100000	200	48.422000000000004	0.015393375198442789
boost-dynamic	1	total	100000	200	96.323439999999991	0.028772667585749211
boost-dynamic	4	consumer	100000	200	118.42319999999999	0.063101188578345388
boost-dynamic	4	producer	100000	200	119.67579999999998	0.061447213118254962
boost-dynamic	4	total	100000	200	238.09860000000003	0.12382826817814967
boost-dynamic	16	consumer	100000	200	134.1568	8.5178931761322279
boost-dynamic	16	producer	100000	200	134.4118	8.5374751162155622
boost-dynamic	16	total	100000	200	268.5684	17.055619491534152
boost-dynamic	32	consumer	100000	200	266.9896	5.6687356826721009
boost-dynamic	32	producer	100000	200	267.60000000000002	5.7471166335824497
boost-dynamic	32	total	100000	200	534.58920000000001	11.414603495522734
boost-dynamic	57	consumer	100000	200	438.3818	15.846362477237477
boost-dynamic	57	producer	100000	200	439.36719999999997	16.37450252557311
boost-dynamic	57	total	100000	200	877.74900000000002	32.220393808890663
boost-dynamic	114	consumer	100000	200	1201.0400000000002	27.417477637448716
boost-dynamic	114	producer	100000	200	1203.0840000000001	28.084311349933472
boost-dynamic	114	total	100000	200	2404.1240000000003	55.494337224621475
boost-static	1	consumer	100000	200	42.057460000000006	0.066361211562177141
boost-static	1	producer	100000	200	42.241700000000002	0.048024785267609567
boost-static	1	total	100000	200	84.299180000000007	0.11205085274106669
boost-static	4	consumer	100000	200	108.08980000000001	0.090808369658307769
boost-static	4	producer	100000	200	108.57059999999998	0.067381303044689145
boost-static	4	total	100000	200	216.66080000000002	0.14997519794952838
boost-static	16	consumer	100000	200	430.96960000000001	0.67004525220317024
boost-static	16	producer	100000	200	432.61499999999995	0.32421597739779257
boost-static	16	total	100000	200	863.58459999999991	0.93666997389690909
boost-static	32	consumer	100000	200	852.31600000000003	2.2207273583220308
boost-static	32	producer	100000	200	855.72000000000003	1.7297244867319217
boost-static	32	total	100000	200	1708.0360000000001	3.7002735034048468
boost-static	57	consumer	100000	200	1490.6439999999998	10.649248987604707
boost-static	57	producer	100000	200	1495.3619999999999	10.865029038157262
boost-static	57	total	100000	200	2986.0039999999999	21.487420133650168
boost-static	114	consumer	100000	200	2887.2740000000003	6.8883658439429087
boost-static	114	producer	100000	200	2892.6580000000004	4.8976377979593106
boost-static	114	total	100000	200	5779.9340000000002	11.739704595942801
cameron	1	consumer	100000	200	43.243399999999994	0.065735743701580737
cameron	1	producer	100000	200	43.28246	0.058550272416103763
cameron	1	total	100000	200	86.525859999999994	0.1242167879153228
cameron	4	consumer	100000	200	106.87660000000001	0.19725881475868187
cameron	4	producer	100000	200	106.88699999999999	0.19715679039789394
cameron	4	total	100000	200	213.76339999999999	0.39477517652456851
cameron	16	consumer	100000	200	425.93700000000001	0.83901942766542115
cameron	16	producer	100000	200	426.01720000000006	0.84878628641136156
cameron	16	total	100000	200	851.9541999999999	1.6871928639014759
